abstract,author,meta,subject,title
"Concept Relation Discovery and Innovation Enabling Technology (CORDIET), is a
toolbox for gaining new knowledge from unstructured text data. At the core of
CORDIET is the C-K theory which captures the essential elements of innovation.
The tool uses Formal Concept Analysis (FCA), Emergent Self Organizing Maps
(ESOM) and Hidden Markov Models (HMM) as main artifacts in the analysis
process. The user can define temporal, text mining and compound attributes. The
text mining attributes are used to analyze the unstructured text in documents,
the temporal attributes use these document's timestamps for analysis. The
compound attributes are XML rules based on text mining and temporal attributes.
The user can cluster objects with object-cluster rules and can chop the data in
pieces with segmentation rules. The artifacts are optimized for efficient data
analysis; object labels in the FCA lattice and ESOM map contain an URL on which
the user can click to open the selected document.
","Jonas Poelmans, Paul Elzinga, Alexey Neznanov, Stijn Viaene, Sergei O. Kuznetsov, Dmitry Ignatov, Guido Dedene","Mon, 13 Feb 2012 23:19:51 GMT (415kb)",Artificial Intelligence (cs.AI),Concept Relation Discovery and Innovation Enabling Technology (CORDIET)
"Text mining is becoming vital as Web 2.0 offers collaborative content
creation and sharing. Now Researchers have growing interest in text mining
methods for discovering knowledge. Text mining researchers come from variety of
areas like: Natural Language Processing, Computational Linguistic, Machine
Learning, and Statistics. A typical text mining application involves
preprocessing of text, stemming and lemmatization, tagging and annotation,
deriving knowledge patterns, evaluating and interpreting the results. There are
numerous approaches for performing text mining tasks, like: clustering,
categorization, sentimental analysis, and summarization. There is a growing
need to standardize the evaluation of these tasks. One major component of
establishing standardization is to provide standard datasets for these tasks.
Although there are various standard datasets available for traditional text
mining tasks, but there are very few and expensive datasets for blog-mining
task. Blogs, a new genre in web 2.0 is a digital diary of web user, which has
chronological entries and contains a lot of useful knowledge, thus offers a lot
of challenges and opportunities for text mining. In this paper, we report a new
indigenous dataset for Pakistani Political Blogosphere. The paper describes the
process of data collection, organization, and standardization. We have used
this dataset for carrying out various text mining tasks for blogosphere, like:
blog-search, political sentiments analysis and tracking, identification of
influential blogger, and clustering of the blog-posts. We wish to offer this
dataset free for others who aspire to pursue further in this domain.
","Mehwish Aziz, Muhammad Rafi","Tue, 10 Jan 2012 15:18:38 GMT (91kb)",Artificial Intelligence (cs.AI),Pbm: A new dataset for blog mining
"Latent Dirichlet allocation (LDA) is an important hierarchical Bayesian model
for probabilistic topic modeling, which attracts worldwide interests and
touches on many important applications in text mining, computer vision and
computational biology. This paper introduces a topic modeling toolbox (TMBP)
based on the belief propagation (BP) algorithms. TMBP toolbox is implemented by
MEX C++/Matlab/Octave for either Windows 7 or Linux. Compared with existing
topic modeling packages, the novelty of this toolbox lies in the BP algorithms
for learning LDA-based topic models. The current version includes BP algorithms
for latent Dirichlet allocation (LDA), author-topic models (ATM), relational
topic models (RTM), and labeled LDA (LaLDA). This toolbox is an ongoing project
and more BP-based algorithms for various topic models will be added in the near
future. Interested users may also extend BP algorithms for learning more
complicated topic models. The source codes are freely available under the GNU
General Public Licence, Version 1.0 at this https URL
",Jia Zeng,"Wed, 4 Jan 2012 07:07:06 GMT (15kb) [v2] Thu, 5 Apr 2012 06:48:35 GMT (9kb)",Learning (cs.LG),A Topic Modeling Toolbox Using Belief Propagation
"Nonnegative matrix factorization has been widely applied in face recognition,
text mining, as well as spectral analysis. This paper proposes an alternating
proximal gradient method for solving this problem. With a uniformly positive
lower bound assumption on the iterates, any limit point can be proved to
satisfy the first-order optimality conditions. A Nesterov-type extrapolation
technique is then applied to accelerate the algorithm. Though this technique is
at first used for convex program, it turns out to work very well for the
non-convex nonnegative matrix factorization problem. Extensive numerical
experiments illustrate the efficiency of the alternating proximal gradient
method and the accleration technique. Especially for real data tests, the
accelerated method reveals high superiority to state-of-the-art algorithms in
speed with comparable solution qualities.
",Yangyang Xu,"Thu, 22 Dec 2011 18:22:59 GMT (362kb,D) [v2] Sat, 29 Dec 2012 17:43:05 GMT (0kb,I) [v3] Mon, 11 Feb 2013 17:54:57 GMT (0kb,I)",Information Theory (cs.IT),Alternating proximal gradient method for nonnegative matrix factorization
"Micro-blogging systems such as Twitter expose digital traces of social
discourse with an unprecedented degree of resolution of individual behaviors.
They offer an opportunity to investigate how a large-scale social system
responds to exogenous or endogenous stimuli, and to disentangle the temporal,
spatial and topical aspects of users' activity. Here we focus on spikes of
collective attention in Twitter, and specifically on peaks in the popularity of
hashtags. Users employ hashtags as a form of social annotation, to define a
shared context for a specific event, topic, or meme. We analyze a large-scale
record of Twitter activity and find that the evolution of hastag popularity
over time defines discrete classes of hashtags. We link these dynamical classes
to the events the hashtags represent and use text mining techniques to provide
a semantic characterization of the hastag classes. Moreover, we track the
propagation of hashtags in the Twitter social network and find that epidemic
spreading plays a minor role in hastag popularity, which is mostly driven by
exogenous factors.
","Janette Lehmann, Bruno Gon?alves, Jos? J. Ramasco, Ciro Cattuto","Tue, 8 Nov 2011 13:06:22 GMT (1388kb,D) [v2] Thu, 1 Mar 2012 17:45:52 GMT (1379kb,D)",Social and Information Networks (cs.SI),Dynamical Classes of Collective Attention in Twitter
"Recent studies have shown strong correlation between social networking data
and national influenza rates. We expanded upon this success to develop an
automated text mining system that classifies Twitter messages in real time into
six syndromic categories based on key terms from a public health ontology.
10-fold cross validation tests were used to compare Naive Bayes (NB) and
Support Vector Machine (SVM) models on a corpus of 7431 Twitter messages. SVM
performed better than NB on 4 out of 6 syndromes. The best performing
classifiers showed moderately strong F1 scores: respiratory = 86.2 (NB);
gastrointestinal = 85.4 (SVM polynomial kernel degree 2); neurological = 88.6
(SVM polynomial kernel degree 1); rash = 86.0 (SVM polynomial kernel degree 1);
constitutional = 89.3 (SVM polynomial kernel degree 1); hemorrhagic = 89.9
(NB). The resulting classifiers were deployed together with an EARS C2
aberration detection algorithm in an experimental online system.
","Nigel Collier, Son Doan","Thu, 13 Oct 2011 23:42:32 GMT (108kb,D)",Computation and Language (cs.CL),Syndromic classification of Twitter messages
"Background: Accurate and timely detection of public health events of
international concern is necessary to help support risk assessment and response
and save lives. Novel event-based methods that use the World Wide Web as a
signal source offer potential to extend health surveillance into areas where
traditional indicator networks are lacking. In this paper we address the issue
of systematically evaluating online health news to support automatic alerting
using daily disease-country counts text mined from real world data using
BioCaster. For 18 data sets produced by BioCaster, we compare 5 aberration
detection algorithms (EARS C2, C3, W2, F-statistic and EWMA) for performance
against expert moderated ProMED-mail postings. Results: We report sensitivity,
specificity, positive predictive value (PPV), negative predictive value (NPV),
mean alerts/100 days and F1, at 95% confidence interval (CI) for 287
ProMED-mail postings on 18 outbreaks across 14 countries over a 366 day period.
Results indicate that W2 had the best F1 with a slight benefit for day of week
effect over C2. In drill down analysis we indicate issues arising from the
granular choice of country-level modeling, sudden drops in reporting due to day
of week effects and reporting bias. Automatic alerting has been implemented in
BioCaster available from this http URL Conclusions: Online health news
alerts have the potential to enhance manual analytical methods by increasing
throughput, timeliness and detection rates. Systematic evaluation of health
news aberrations is necessary to push forward our understanding of the complex
relationship between news report volumes and case numbers and to select the
best performing features and algorithms.
",Nigel Collier,"Thu, 13 Oct 2011 23:22:43 GMT (1759kb)",Computation and Language (cs.CL),What's unusual in online disease outbreak news?
"Background: Online news reports are increasingly becoming a source for event
based early warning systems that detect natural disasters. Harnessing the
massive volume of information available from multilingual newswire presents as
many challenges as opportunities due to the patterns of reporting complex
spatiotemporal events. Results: In this article we study the problem of
utilising correlated event reports across languages. We track the evolution of
16 disease outbreaks using 5 temporal aberration detection algorithms on
text-mined events classified according to disease and outbreak country. Using
ProMED reports as a silver standard, comparative analysis of news data for 13
languages over a 129 day trial period showed improved sensitivity, F1 and
timeliness across most models using cross-lingual events. We report a detailed
case study analysis for Cholera in Angola 2010 which highlights the challenges
faced in correlating news events with the silver standard. Conclusions: The
results show that automated health surveillance using multilingual text mining
has the potential to turn low value news into high value alerts if informed
choices are used to govern the selection of models and data sources. An
implementation of the C2 alerting algorithm using multilingual news is
available at the BioCaster portal this http URL
",Nigel Collier,"Thu, 13 Oct 2011 23:05:48 GMT (944kb)",Computation and Language (cs.CL),Towards cross-lingual alerting for bursty epidemic events
"We present the alpha release of the VOGCLUSTERS web application, specialized
for data and text mining on globular clusters. It is one of the web2.0
technology based services of Data Mining & Exploration (DAME) Program, devoted
to mine and explore heterogeneous information related to globular clusters
data.
","Marco Castellani, Massimo Brescia, Ettore Mancini, Luca Pellecchia, Giuseppe Longo","Mon, 19 Sep 2011 17:33:39 GMT (232kb) [v2] Thu, 22 Sep 2011 10:57:57 GMT (232kb)",Instrumentation and Methods for Astrophysics (astro-ph.IM),VOGCLUSTERS: an example of DAME web application
"Latent Dirichlet allocation (LDA) is an important hierarchical Bayesian model
for probabilistic topic modeling, which attracts worldwide interests and
touches on many important applications in text mining, computer vision and
computational biology. This paper represents LDA as a factor graph within the
Markov random field (MRF) framework, which enables the classic loopy belief
propagation (BP) algorithm for approximate inference and parameter estimation.
Although two commonly-used approximate inference methods, such as variational
Bayes (VB) and collapsed Gibbs sampling (GS), have gained great successes in
learning LDA, the proposed BP is competitive in both speed and accuracy as
validated by encouraging experimental results on four large-scale document data
sets. Furthermore, the BP algorithm has the potential to become a generic
learning scheme for variants of LDA-based topic models. To this end, we show
how to learn two typical variants of LDA-based topic models, such as
author-topic models (ATM) and relational topic models (RTM), using BP based on
the factor graph representation.
","Jia Zeng, William K. Cheung, Jiming Liu","Thu, 15 Sep 2011 19:20:48 GMT (5383kb) [v2] Sun, 25 Sep 2011 21:17:41 GMT (5383kb) [v3] Mon, 3 Oct 2011 03:17:44 GMT (5978kb,S) [v4] Sat, 24 Mar 2012 12:47:02 GMT (5419kb)",Learning (cs.LG),Learning Topic Models by Belief Propagation
"VOSviewer is a computer program for creating, visualizing, and exploring
bibliometric maps of science. In this report, the new text mining functionality
of VOSviewer is presented. A number of examples are given of applications in
which VOSviewer is used for analyzing large amounts of text data.
","Nees Jan van Eck, Ludo Waltman","Fri, 9 Sep 2011 16:16:22 GMT (920kb)",Digital Libraries (cs.DL),Text mining and visualization using VOSviewer
"Information and communication technology has the capability to improve the
process by which governments involve citizens in formulating public policy and
public projects. Even though much of government regulations may now be in
digital form (and often available online), due to their complexity and
diversity, identifying the ones relevant to a particular context is a
non-trivial task. Similarly, with the advent of a number of electronic online
forums, social networking sites and blogs, the opportunity of gathering
citizens' petitions and stakeholders' views on government policy and proposals
has increased greatly, but the volume and the complexity of analyzing
unstructured data makes this difficult. On the other hand, text mining has come
a long way from simple keyword search, and matured into a discipline capable of
dealing with much more complex tasks. In this paper we discuss how text-mining
techniques can help in retrieval of information and relationships from textual
data sources, thereby assisting policy makers in discovering associations
between policies and citizens' opinions expressed in electronic public forums
and blogs etc. We also present here, an integrated text mining based
architecture for e-governance decision support along with a discussion on the
Indian scenario.
","G.Koteswara Rao, Shubhamoy Dey","Wed, 31 Aug 2011 11:48:57 GMT (529kb)",Databases (cs.DB),Decision Support for e-Governance: A Text Mining Approach
"Based on the concept of annotation-based agents, this report introduces tools
and a formal notation for defining and running text mining experiments using a
statically typed domain-specific language embedded in Scala. Using machine
learning for classification as an example, the framework is used to develop and
document text mining experiments, and to show how the concept of generic,
typesafe annotation corresponds to a general information model that goes beyond
text processing.
",Fabian Steeg,"Thu, 28 Jul 2011 17:46:20 GMT (419kb,D)",Programming Languages (cs.PL),Typesafe Modeling in Text Mining
"Nonnegative matrix factorization (NMF) is a data analysis technique used in a
great variety of applications such as text mining, image processing,
hyperspectral data analysis, computational biology, and clustering. In this
paper, we consider two well-known algorithms designed to solve NMF problems,
namely the multiplicative updates of Lee and Seung and the hierarchical
alternating least squares of Cichocki et al. We propose a simple way to
significantly accelerate these schemes, based on a careful analysis of the
computational cost needed at each iteration, while preserving their convergence
properties. This acceleration technique can also be applied to other
algorithms, which we illustrate on the projected gradient method of Lin. The
efficiency of the accelerated algorithms is empirically demonstrated on image
and text datasets, and compares favorably with a state-of-the-art alternating
nonnegative least squares algorithm.
","Nicolas Gillis, Fran?ois Glineur","Tue, 26 Jul 2011 12:26:07 GMT (306kb) [v2] Thu, 6 Oct 2011 13:16:20 GMT (787kb)",Optimization and Control (math.OC),Accelerated Multiplicative Updates and Hierarchical ALS Algorithms for Nonnegative Matrix Factorization
"Model-based language specification has applications in the implementation of
language processors, the design of domain-specific languages, model-driven
software development, data integration, text mining, natural language
processing, and corpus-based induction of models. Model-based language
specification decouples language design from language processing and, unlike
traditional grammar-driven approaches, which constrain language designers to
specific kinds of grammars, it needs general parser generators able to deal
with ambiguities. In this paper, we propose Fence, an efficient bottom-up
parsing algorithm with lexical and syntactic ambiguity support that enables the
use of model-based language specification in practice.
","Luis Quesada, Fernando Berzal, Francisco J. Cortijo","Sat, 23 Jul 2011 12:56:02 GMT (308kb) [v2] Fri, 7 Oct 2011 09:50:12 GMT (298kb)",Computation and Language (cs.CL),Fence - An Efficient Parser with Ambiguity Support for Model-Driven Language Specification
"Markov Logic Networks (MLNs) have emerged as a powerful framework that
combines statistical and logical reasoning; they have been applied to many data
intensive problems including information extraction, entity resolution, and
text mining. Current implementations of MLNs do not scale to large real-world
data sets, which is preventing their wide-spread adoption. We present Tuffy
that achieves scalability via three novel contributions: (1) a bottom-up
approach to grounding that allows us to leverage the full power of the
relational optimizer, (2) a novel hybrid architecture that allows us to perform
AI-style local search efficiently using an RDBMS, and (3) a theoretical insight
that shows when one can (exponentially) improve the efficiency of stochastic
local search. We leverage (3) to build novel partitioning, loading, and
parallel algorithms. We show that our approach outperforms state-of-the-art
implementations in both quality and speed on several publicly available
datasets.
","Feng Niu (University of Wisconsin-Madison), Christopher R? (University of Wisconsin-Madison), AnHai Doan (University of Wisconsin-Madison), Jude Shavlik (University of Wisconsin-Madison)","Sat, 16 Apr 2011 08:52:25 GMT (1437kb)",Databases (cs.DB),Tuffy: Scaling up Statistical Inference in Markov Logic Networks using an RDBMS
"Unstructured information comprises a valuable source of data in clinical
records. For text mining in clinical records, concept extraction is the first
step in finding assertions and relationships. This study presents a system
developed for the annotation of medical concepts, including medical problems,
tests, and treatments, mentioned in clinical records. The system combines six
publicly available named entity recognition system into one framework, and uses
a simple voting scheme that allows to tune precision and recall of the system
to specific needs. The system provides both a web service interface and a UIMA
interface which can be easily used by other systems. The system was tested in
the fourth i2b2 challenge and achieved an F-score of 82.1% for the concept
exact match task, a score which is among the top-ranking systems. To our
knowledge, this is the first publicly available clinical record concept
annotation system.
","Ning Kang, Rogier Barendse, Zubair Afzal, Bharat Singh, Martijn J. Schuemie, Erik M. van Mulligen, Jan A. Kors","Wed, 8 Dec 2010 00:56:45 GMT (297kb)",Information Retrieval (cs.IR),A Concept Annotation System for Clinical Records
"Integration of the scientific literature into a biomedical research
infrastructure requires the processing of the literature, identification of the
contained named entities (NEs) and concepts, and to represent the content in a
standardised way. The CALBC project partners (PPs) have produced a large-scale
annotated biomedical corpus with four different semantic groups through the
harmonisation of annotations from automatic text mining solutions (Silver
Standard Corpus, SSC). The four semantic groups were chemical entities and
drugs (CHED), genes and proteins (PRGE), diseases and disorders (DISO) and
species (SPE). The content of the SSC has been fully integrated into RDF Triple
Store (4,568,678 triples) and has been aligned with content from the GeneAtlas
(182,840 triples), UniProtKb (12,552,239 triples for human) and the lexical
resource LexEBI (BioLexicon). RDF Triple Store enables querying the scientific
literature and bioinformatics resources at the same time for evidence of
genetic causes, such as drug targets and disease involvement.
","Samuel Croset, Christoph Grabm?ller, Chen Li, Silvestras Kavaliauskas, Dietrich Rebholz-Schuhmann","Wed, 8 Dec 2010 00:19:06 GMT (585kb)",Digital Libraries (cs.DL),The CALBC RDF Triple Store: retrieval over large literature content
"In this paper we dealt with the comparison and linking between lexical
resources with domain knowledge provided by ontologies. It is one of the issues
for the combination of the Semantic Web Ontologies and Text Mining. We
investigated the relations between the linguistics oriented and domain-specific
semantics, by associating the GO biological process concepts to the FrameNet
semantic frames. The result shows the gaps between the linguistics-oriented and
domain-specific semantics on the classification of events and the grouping of
target words. The result provides valuable information for the improvement of
domain ontologies supporting for text mining systems. And also, it will result
in benefits to language understanding technology.
",He Tan,"Tue, 7 Dec 2010 23:03:42 GMT (30kb)",Artificial Intelligence (cs.AI),A study on the relation between linguistics-oriented and domain-specific semantics
"Nonnegative Matrix Factorization (NMF) is the problem of approximating a
nonnegative matrix with the product of two low-rank nonnegative matrices and
has been shown to be particularly useful in many applications, e.g., in text
mining, image processing, computational biology, etc. In this paper, we explain
how algorithms for NMF can be embedded into the framework of multilevel methods
in order to accelerate their convergence. This technique can be applied in
situations where data admit a good approximate representation in a lower
dimensional space through linear transformations preserving nonnegativity. A
simple multilevel strategy is described and is experimentally shown to speed up
significantly three popular NMF algorithms (alternating nonnegative least
squares, multiplicative updates and hierarchical alternating least squares) on
several standard image datasets.
","Nicolas Gillis, Fran?ois Glineur","Sat, 4 Sep 2010 22:55:34 GMT (575kb) [v2] Sun, 12 Sep 2010 16:47:01 GMT (554kb) [v3] Tue, 4 Oct 2011 00:02:21 GMT (569kb)",Optimization and Control (math.OC),A Multilevel Approach For Nonnegative Matrix Factorization
"With the advancement of technology and reduced storage costs, individuals and
organizations are tending towards the usage of electronic media for storing
textual information and documents. It is time consuming for readers to retrieve
relevant information from unstructured document collection. It is easier and
less time consuming to find documents from a large collection when the
collection is ordered or classified by group or category. The problem of
finding best such grouping is still there. This paper discusses the
implementation of k-Means clustering algorithm for clustering unstructured text
documents that we implemented, beginning with the representation of
unstructured text and reaching the resulting set of clusters. Based on the
analysis of resulting clusters for a sample set of documents, we have also
proposed a technique to represent documents that can further improve the
clustering result.
","Yasir Safeer (1), Atika Mustafa (1), Anis Noor Ali (1) ((1) FAST - National University of Computer and Emerging Sciences)","Sun, 25 Jul 2010 14:38:32 GMT (1045kb)",Information Retrieval (cs.IR),Clustering Unstructured Data (Flat Files) - An Implementation in Text Mining Tool
"Keyphrases provide a simple way of describing a document, giving the reader
some clues about its contents. Keyphrases can be useful in a various
applications such as retrieval engines, browsing interfaces, thesaurus
construction, text mining etc.. There are also other tasks for which keyphrases
are useful, as we discuss in this paper. This paper describes a neural network
based approach to keyphrase extraction from scientific articles. Our results
show that the proposed method performs better than some state-of-the art
keyphrase extraction approaches.
","Kamal Sarkar, Mita Nasipuri, Suranjan Ghose","Mon, 19 Apr 2010 18:24:02 GMT (110kb)",Information Retrieval (cs.IR),A New Approach to Keyphrase Extraction Using Neural Networks
"Computer System Administration and Network Administration are few such areas
where Practical Extraction Reporting Language (Perl) has robust utilization
these days apart from Bioinformatics. The key role of a System/Network
Administrator is to monitor log files. Log file are updated every day. To scan
the summary of large log files and to quickly determine if there is anything
wrong with the server or network we develop a Firewall Log Status Reporter
(SRr). SRr helps to generate the reports based on the parameters of interest.
SRr provides the facility to admin to generate the individual firewall report
or all reports in one go. By scrutinizing the results of the reports admin can
trace how many times a particular request has been made from which source to
which destination and can track the errors easily. Perl scripts can be seen as
the UNIX script replacement in future arena and SRr is one development with the
same hope that we can believe in. SRr is a generalized and customizable utility
completely written in Perl and may be used for text mining and data mining
application in Bioinformatics research and development too.
","Sugam Sharma (1), Hari Cohly (2), Tzusheng Pei (2),  ((1)Iowa State University, USA, (2) Jackson State University, USA)","Mon, 5 Apr 2010 09:52:05 GMT (292kb)",Software Engineering (cs.SE),On Generation of Firewall Log Status Reporter (SRr) Using Perl
"The complexity of sentences characteristic to biomedical articles poses a
challenge to natural language parsers, which are typically trained on
large-scale corpora of non-technical text. We propose a text simplification
process, bioSimplify, that seeks to reduce the complexity of sentences in
biomedical abstracts in order to improve the performance of syntactic parsers
on the processed sentences. Syntactic parsing is typically one of the first
steps in a text mining pipeline. Thus, any improvement in performance would
have a ripple effect over all processing steps. We evaluated our method using a
corpus of biomedical sentences annotated with syntactic links. Our empirical
results show an improvement of 2.90% for the Charniak-McClosky parser and of
4.23% for the Link Grammar parser when processing simplified sentences rather
than the original sentences in the corpus.
","Siddhartha Jonnalagadda, Luis Tari, Jorg Hakenberg, Chitta Baral, Graciela Gonzalez","Sun, 24 Jan 2010 20:35:29 GMT (58kb)",Computation and Language (cs.CL),Towards Effective Sentence Simplification for Automatic Processing of Biomedical Text
"In Bioinformatics, text mining and text data mining sometimes interchangeably
used is a process to derive high-quality information from text. Perl Status
Reporter (SRr) is a data fetching tool from a flat text file and in this
research paper we illustrate the use of SRr in text or data mining. SRr needs a
flat text input file where the mining process to be performed. SRr reads input
file and derives the high quality information from it. Typically text mining
tasks are text categorization, text clustering, concept and entity extraction,
and document summarization. SRr can be utilized for any of these tasks with
little or none customizing efforts. In our implementation we perform text
categorization mining operation on input file. The input file has two
parameters of interest (firstKey and secondKey). The composition of these two
parameters describes the uniqueness of entries in that file in the similar
manner as done by composite key in database. SRr reads the input file line by
line and extracts the parameters of interest and form a composite key by
joining them together. It subsequently generates an output file consisting of
the name as firstKey secondKey. SRr reads the input file and tracks the
composite key. It further stores all that data lines, having the same composite
key, in output file generated by SRr based on that composite key.
","Sugam Sharma, Tzusheng Pei, Hari Cohly","Tue, 19 Jan 2010 12:16:55 GMT (756kb) [v2] Thu, 21 Jan 2010 21:21:22 GMT (749kb)",Information Retrieval (cs.IR),On Utilization and Importance of Perl Status Reporter (SRr) in Text Mining
"Metric and kernel learning are important in several machine learning
applications. However, most existing metric learning algorithms are limited to
learning metrics over low-dimensional data, while existing kernel learning
algorithms are often limited to the transductive setting and do not generalize
to new data points. In this paper, we study metric learning as a problem of
learning a linear transformation of the input data. We show that for
high-dimensional data, a particular framework for learning a linear
transformation of the data based on the LogDet divergence can be efficiently
kernelized to learn a metric (or equivalently, a kernel function) over an
arbitrarily high dimensional space. We further demonstrate that a wide class of
convex loss functions for learning linear transformations can similarly be
kernelized, thereby considerably expanding the potential applications of metric
learning. We demonstrate our learning approach by applying it to large-scale
real world problems in computer vision and text mining.
","Prateek Jain, Brian Kulis, Jason V. Davis, Inderjit S. Dhillon","Fri, 30 Oct 2009 18:19:03 GMT (75kb)",Learning (cs.LG),Metric and Kernel Learning using a Linear Transformation
"Nonnegative Matrix Factorization consists in (approximately) factorizing a
nonnegative data matrix by the product of two low-rank nonnegative matrices. It
has been successfully applied as a data analysis technique in numerous domains,
e.g., text mining, image processing, microarray data analysis, collaborative
filtering, etc.
We introduce a novel approach to solve NMF problems, based on the use of an
underapproximation technique, and show its effectiveness to obtain sparse
solutions. This approach, based on Lagrangian relaxation, allows the resolution
of NMF problems in a recursive fashion. We also prove that the
underapproximation problem is NP-hard for any fixed factorization rank, using a
reduction of the maximum edge biclique problem in bipartite graphs.
We test two variants of our underapproximation approach on several standard
image datasets and show that they provide sparse part-based representations
with low reconstruction error. Our results are comparable and sometimes
superior to those obtained by two standard Sparse Nonnegative Matrix
Factorization techniques.
","Nicolas Gillis, Fran?ois Glineur","Fri, 6 Feb 2009 11:05:23 GMT (457kb,D) [v2] Sat, 24 Oct 2009 17:02:58 GMT (511kb,D)",Optimization and Control (math.OC),Using Underapproximations for Sparse Nonnegative Matrix Factorization
"This paper proposes a novel solution to spam detection inspired by a model of
the adaptive immune system known as the crossregulation model. We report on the
testing of a preliminary algorithm on six e-mail corpora. We also compare our
results statically and dynamically with those obtained by the Naive Bayes
classifier and another binary classification method we developed previously for
biomedical text-mining applications. We show that the cross-regulation model is
competitive against those and thus promising as a bio-inspired algorithm for
spam detection in particular, and binary classification in general.
","Alaa Abi-Haidar, Luis M. Rocha","Thu, 4 Dec 2008 20:40:32 GMT (298kb,D)",Artificial Intelligence (cs.AI),Adaptive Spam Detection Inspired by a Cross-Regulation Model of Immune Dynamics: A Study of Concept Drift
"The exponential increase in publication rate of new articles is limiting
access of researchers to relevant literature. This has prompted the use of text
mining tools to extract key biological information. Previous studies have
reported extensive modification of existing generic text processors to process
biological text. However, this requirement for modification had not been
examined. In this study, we have constructed Muscorian, using MontyLingua, a
generic text processor. It uses a two-layered generalization-specialization
paradigm previously proposed where text was generically processed to a suitable
intermediate format before domain-specific data extraction techniques are
applied at the specialization layer. Evaluation using a corpus and experts
indicated 86-90% precision and approximately 30% recall in extracting
protein-protein interactions, which was comparable to previous studies using
either specialized biological text processing tools or modified existing tools.
Our study had also demonstrated the flexibility of the two-layered
generalization-specialization paradigm by using the same generalization layer
for two specialized information extraction tasks.
","Maurice HT Ling, Christophe Lefevre, Kevin R. Nicholas, Feng Lin","Mon, 6 Aug 2007 01:22:46 GMT (295kb)",Information Retrieval (cs.IR),Reconstruction of Protein-Protein Interaction Pathways by Mining Subject-Verb-Objects Intermediates
"Open Source Software (OSS) development challenges traditional software
engineering practices. In particular, OSS projects are managed by a large
number of volunteers, working freely on the tasks they choose to undertake. OSS
projects also rarely rely on explicit system-level design, or on project plans
or schedules. Moreover, OSS developers work in arbitrary locations and
collaborate almost exclusively over the Internet, using simple tools such as
email and software code tracking databases (e.g. CVS). All the characteristics
above make OSS development akin to weaving a tapestry of heterogeneous
components. The OSS design process relies on various types of actors: people
with prescribed roles, but also elements coming from a variety of information
spaces (such as email and software code). The objective of our research is to
understand the specific hybrid weaving accomplished by the actors of this
distributed, collective design process. This, in turn, challenges traditional
methodologies used to understand distributed software engineering: OSS
development is simply too ""fibrous"" to lend itself well to analysis under a
single methodological lens. In this paper, we describe the methodological
framework we articulated to analyze collaborative design in the Open Source
world. Our framework focuses on the links between the heterogeneous components
of a project's hybrid network. We combine ethnography, text mining, and
socio-technical network analysis and visualization to understand OSS
development in its totality. This way, we are able to simultaneously consider
the social, technical, and cognitive aspects of OSS development. We describe
our methodology in detail, and discuss its implications for future research on
distributed collective practices.
","Warren Sack, Fran?oise D?tienne (INRIA Rocquencourt), Nicholas Ducheneaut, Jean-Marie Burkhardt (LEI), Dilan Mahendran, Flore Barcellini (INRIA Rocquencourt, EIFFEL)","Fri, 2 Mar 2007 13:51:29 GMT (410kb)",Human-Computer Interaction (cs.HC),A Methodological Framework for Socio-Cognitive Analyses of Collaborative Design of Open Source Software
"The automatic extraction of acronyms and their meaning from corpora is an
important sub-task of text mining. It can be seen as a special case of string
alignment, where a text chunk is aligned with an acronym. Alternative
alignments have different cost, and ideally the least costly one should give
the correct meaning of the acronym. We show how this approach can be
implemented by means of a 3-tape weighted finite-state machine (3-WFSM) which
reads a text chunk on tape 1 and an acronym on tape 2, and generates all
alternative alignments on tape 3. The 3-WFSM can be automatically generated
from a simple regular expression. No additional algorithms are required at any
stage. Our 3-WFSM has a size of 27 states and 64 transitions, and finds the
best analysis of an acronym in a few milliseconds.
",Andr? Kempe,"Wed, 6 Dec 2006 10:13:12 GMT (8kb)",Computation and Language (cs.CL),Acronym-Meaning Extraction from Corpora Using Multi-Tape Weighted Finite-State Machines
"We explore a matrix-space model, that is a natural extension to the vector
space model for Information Retrieval. Each document can be represented by a
matrix that is based on document extracts (e.g. sentences, paragraphs,
sections). We focus on the performance of this model for the specific case in
which documents are originally represented as term-by-sentence matrices. We use
the singular value decomposition to approximate the term-by-sentence matrices
and assemble these results to form the pseudo-``term-document'' matrix that
forms the basis of a text mining method alternative to traditional VSM and LSI.
We investigate the singular values of this matrix and provide experimental
evidence suggesting that the method can be particularly effective in terms of
accuracy for text collections with multi-topic documents, such as web pages
with news.
","Ioannis Antonellis, Efstratios Gallopoulos","Tue, 21 Feb 2006 16:14:16 GMT (193kb)",Information Retrieval (cs.IR),Exploring term-document matrices from matrix models in text mining
