Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Hensman J., Rattray M., Lawrence N.D.","Fast nonparametric clustering of structured time-series",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6802369,"383","393",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920982448&doi=10.1109%2fTPAMI.2014.2318711&partnerID=40&md5=8d6554e5d7303f9f4dce136855244b6e","In this publication, we combine two Bayesian nonparametric models: the Gaussian Process (GP) and the Dirichlet Process (DP). Our innovation in the GP model is to introduce a variation on the GP prior which enables us to model structured time-series data, i.e., data containing groups where we wish to model inter- and intra-group variability. Our innovation in the DP model is an implementation of a new fast collapsed variational inference procedure which enables us to optimize our variational approximation significantly faster than standard VB approaches. In a biological time series application we show how our model better captures salient features of the data, leading to better consistency with existing biological classifications, while the associated inference algorithm provides a significant speed-up over EM-based variational inference. © 1979-2012 IEEE.",
"Doshi-Velez F., Pfau D., Wood F., Roy N.","Bayesian nonparametric methods for partially-observable reinforcement learning",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6616533,"394","407",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920971066&doi=10.1109%2fTPAMI.2013.191&partnerID=40&md5=36866e025219973e29aa30be2e398168","Making intelligent decisions from incomplete information is critical in many applications: for example, robots must choose actions based on imperfect sensors, and speech-based interfaces must infer a user's needs from noisy microphone inputs. What makes these tasks hard is that often we do not have a natural representation with which to model the domain and use for choosing actions; we must learn about the domain's properties while simultaneously performing the task. Learning a representation also involves trade-offs between modeling the data that we have seen previously and being able to make predictions about new data. This article explores learning representations of stochastic systems using Bayesian nonparametric statistics. Bayesian nonparametric methods allow the sophistication of a representation to scale gracefully with the complexity in the data. Our main contribution is a careful empirical evaluation of how representations learned using Bayesian nonparametric methods compare to other standard learning approaches, especially in support of planning and control. We show that the Bayesian aspects of the methods result in achieving state-of-the-art performance in decision making with relatively few samples, while the nonparametric aspects often result in fewer computations. These results hold across a variety of different techniques for choosing actions given a representation. © 1979-2012 IEEE.","HDP-HMM; POMDP; Reinforcement Learning"
"Dai A.M., Storkey A.J.","The supervised hierarchical dirichlet process",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6784083,"243","255",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921025724&doi=10.1109%2fTPAMI.2014.2315802&partnerID=40&md5=43101db4c6a4cd6c99731872d90ff9d0","We propose the supervised hierarchical Dirichlet process (sHDP), a nonparametric generative model for the joint distribution of a group of observations and a response variable directly associated with that whole group. We compare the sHDP with another leading method for regression on grouped data, the supervised latent Dirichlet allocation (sLDA) model. We evaluate our method on two real-world classification problems and two real-world regression problems. Bayesian nonparametric regression models based on the Dirichlet process, such as the Dirichlet process-generalised linear models (DP-GLM) have previously been explored; these models allow flexibility in modelling nonlinear relationships. However, until now, hierarchical Dirichlet process (HDP) mixtures have not seen significant use in supervised problems with grouped data since a straightforward application of the HDP on the grouped data results in learnt clusters that are not predictive of the responses. The sHDP solves this problem by allowing for clusters to be learnt jointly from the group structure and from the label assigned to each group. © 2015 IEEE.","Bayesian nonparametrics; hierarchical Dirichlet process; latent Dirichlet allocation; topic modelling"
"Broderick T., Mackey L., Paisley J., Jordan M.I.","Combinatorial clustering and the beta negative binomial process",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6802382,"290","306",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920964358&doi=10.1109%2fTPAMI.2014.2318721&partnerID=40&md5=068326891d8c6fc33efae25a02e62988","We develop a Bayesian nonparametric approach to a general family of latent class problems in which individuals can belong simultaneously to multiple classes and where each class can be exhibited multiple times by an individual. We introduce a combinatorial stochastic process known as the negative binomial process (NBP ) as an infinite-dimensional prior appropriate for such problems. We show that the NBP is conjugate to the beta process, and we characterize the posterior distribution under the beta-negative binomial process (BNBP) and hierarchical models based on the BNBP (the HBNBP ). We study the asymptotic properties of the BNBP and develop a three-parameter extension of the BNBP that exhibits power-law behavior. We derive MCMC algorithms for posterior inference under the HBNBP, and we present experiments using these algorithms in the domains of image segmentation, object recognition, and document analysis. © 1979-2012 IEEE.",
"Orbanz P., Roy D.M.","Bayesian models of graphs, arrays and other exchangeable random structures",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6847223,"437","461",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920964398&doi=10.1109%2fTPAMI.2014.2334607&partnerID=40&md5=81269e2722435da0724af7dfe1830211","The natural habitat of most Bayesian methods is data represented by exchangeable sequences of observations, for which de Finetti's theorem provides the theoretical foundation. Dirichlet process clustering, Gaussian process regression, and many other parametric and nonparametric Bayesian models fall within the remit of this framework; many problems arising in modern data analysis do not. This article provides an introduction to Bayesian models of graphs, matrices, and other data that can be modeled by random structures. We describe results in probability theory that generalize de Finetti's theorem to such data and discuss their relevance to nonparametric Bayesian modeling. With the basic ideas in place, we survey example models available in the literature; applications of such models include collaborative filtering, link prediction, and graph and network analysis. We also highlight connections to recent developments in graph theory and probability, and sketch the more general mathematical foundation of Bayesian methods for other types of data beyond sequences and arrays. © 1979-2012 IEEE.",
"Xu Z., Yan F., Qi Y.","Bayesian nonparametric models for multiway data analysis",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6629993,"475","487",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920982450&doi=10.1109%2fTPAMI.2013.201&partnerID=40&md5=04dd231820a225399b789720497e70f7","Tensor decomposition is a powerful computational tool for multiway data analysis. Many popular tensor decomposition approaches - such as the Tucker decomposition and CANDECOMP/PARAFAC (CP) - amount to multi-linear factorization. They are insufficient to model (i) complex interactions between data entities, (ii) various data types (e.g., missing data and binary data), and (iii) noisy observations and outliers. To address these issues, we propose tensor-variate latent nonparametric Bayesian models for multiway data analysis. We name these models InfTucker. These new models essentially conduct Tucker decomposition in an infinite feature space. Unlike classical tensor decomposition models, our new approaches handle both continuous and binary data in a probabilistic framework. Unlike previous Bayesian models on matrices and tensors, our models are based on latent Gaussian or $t$ processes with nonlinear covariance functions. Moreover, on network data, our models reduce to nonparametric stochastic blockmodels and can be used to discover latent groups and predict missing interactions. To learn the models efficiently from data, we develop a variational inference technique and explore properties of the Kronecker product for computational efficiency. Compared with a classical variational implementation, this technique reduces both time and space complexities by several orders of magnitude. On real multiway and network data, our new models achieved significantly higher prediction accuracy than state-of-art tensor decomposition methods and blockmodels. © 1979-2012 IEEE.","Algorithms for data and knowledge management; Machine learning"
"Deisenroth M.P., Fox D., Rasmussen C.E.","Gaussian processes for data-efficient learning in robotics and control",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6654139,"408","423",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920973635&doi=10.1109%2fTPAMI.2013.218&partnerID=40&md5=55fbfbee22b68ece0b495f09779d9510","Autonomous learning has been a promising direction in control and robotics for more than a decade since data-driven learning allows to reduce the amount of engineering knowledge, which is otherwise required. However, autonomous reinforcement learning (RL) approaches typically require many interactions with the system to learn controllers, which is a practical limitation in real systems, such as robots, where many interactions can be impractical and time consuming. To address this problem, current learning approaches typically require task-specific knowledge in form of expert demonstrations, realistic simulators, pre-shaped policies, or specific knowledge about the underlying dynamics. In this paper, we follow a different approach and speed up learning by extracting more information from data. In particular, we learn a probabilistic, non-parametric Gaussian process transition model of the system. By explicitly incorporating model uncertainty into long-term planning and controller learning our approach reduces the effects of model errors, a key problem in model-based learning. Compared to state-of-the art RL our model-based policy search method achieves an unprecedented speed of learning. We demonstrate its applicability to autonomous learning in real robot and control tasks. © 1979-2012 IEEE.","Bayesian inference; Control; Gaussian processes; Policy search; Reinforcement learning; Robotics"
"Archambeau C., Lakshminarayanan B., Bouchard G.","Latent IBP compound dirichlet allocation",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6780626,"321","333",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920993124&doi=10.1109%2fTPAMI.2014.2313122&partnerID=40&md5=e8a504093dac45293bc5935485cfea22","We introduce the four-parameter IBP compound Dirichlet process (ICDP), a stochastic process that generates sparse non-negative vectors with potentially an unbounded number of entries. If we repeatedly sample from the ICDP we can generate sparse matrices with an infinite number of columns and power-law characteristics. We apply the four-parameter ICDP to sparse nonparametric topic modelling to account for the very large number of topics present in large text corpora and the power-law distribution of the vocabulary of natural languages. The model, which we call latent IBP compound Dirichlet allocation (LIDA), allows for power-law distributions, both, in the number of topics summarising the documents and in the number of words defining each topic. It can be interpreted as a sparse variant of the hierarchical Pitman-Yor process when applied to topic modelling. We derive an efficient and simple collapsed Gibbs sampler closely related to the collapsed Gibbs sampler of latent Dirichlet allocation (LDA), making the model applicable in a wide range of domains. Our nonparametric Bayesian topic model compares favourably to the widely used hierarchical Dirichlet process and its heavy tailed version, the hierarchical Pitman-Yor process, on benchmark corpora. Experiments demonstrate that accounting for the power-distribution of real data is beneficial and that sparsity provides more interpretable results. © 1979-2012 IEEE.","bag-of-words representation; Bayesian nonparametrics; clustering; Gibbs sampling; power-law distribution; sparse modelling; topic modelling"
"Chen C., Buntine W., Ding N., Xie L., Du L.","Differential topic models",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6777293,"230","242",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920936716&doi=10.1109%2fTPAMI.2014.2313127&partnerID=40&md5=9569696529d350bebc61187bf4ddc666","In applications we may want to compare different document collections: they could have shared content but also different and unique aspects in particular collections. This task has been called comparative text mining or cross-collection modeling. We present a differential topic model for this application that models both topic differences and similarities. For this we use hierarchical Bayesian nonparametric models. Moreover, we found it was important to properly model power-law phenomena in topic-word distributions and thus we used the full Pitman-Yor process rather than just a Dirichlet process. Furthermore, we propose the transformed Pitman-Yor process (TPYP) to incorporate prior knowledge such as vocabulary variations in different collections into the model. To deal with the non-conjugate issue between model prior and likelihood in the TPYP, we thus propose an efficient sampling algorithm using a data augmentation technique based on the multinomial theorem. Experimental results show the model discovers interesting aspects of different collections. We also show the proposed MCMC based algorithm achieves a dramatically reduced test perplexity compared to some existing topic models. Finally, we show our model outperforms the state-of-the-art for document classification/ideology prediction on a number of text collections. © 1979-2012 IEEE.",
"Zhou M., Carin L.","Negative binomial process count and mixture modeling",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6636308,"307","320",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920998554&doi=10.1109%2fTPAMI.2013.211&partnerID=40&md5=09c8f4a55fef8f81377ad92f0c9ae356","The seemingly disjoint problems of count and mixture modeling are united under the negative binomial (NB) process. A gamma process is employed to model the rate measure of a Poisson process, whose normalization provides a random probability measure for mixture modeling and whose marginalization leads to an NB process for count modeling. A draw from the NB process consists of a Poisson distributed finite number of distinct atoms, each of which is associated with a logarithmic distributed number of data samples. We reveal relationships between various count- and mixture-modeling distributions and construct a Poisson-logarithmic bivariate distribution that connects the NB and Chinese restaurant table distributions. Fundamental properties of the models are developed, and we derive efficient Bayesian inference. It is shown that with augmentation and normalization, the NB process and gamma-NB process can be reduced to the Dirichlet process and hierarchical Dirichlet process, respectively. These relationships highlight theoretical, structural, and computational advantages of the NB process. A variety of NB processes, including the beta-geometric, beta-NB, marked-beta-NB, marked-gamma-NB and zero-inflated-NB processes, with distinct sharing mechanisms, are also constructed. These models are applied to topic modeling, with connections made to existing algorithms under Poisson factor analysis. Example results show the importance of inferring both the NB dispersion and probability parameters. © 1979-2012 IEEE.","Bayesian Nonparametrics; Beta Process; Chinese Restaurant Process; Completely Random Measures; Count Modeling; Dirichlet Process; Gamma Process; Hierarchical Dirichlet Process; Mixed-Membership Modeling; Mixture Modeling; Negative Binomial Process; Normalized Random Measures; Poisson Factor Analysis; Poisson Process; Topic Modeling"
"Knowles D.A., Ghahramani Z.","Pitman yor diffusion trees for bayesian hierarchical clustering",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6777276,"271","289",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920997639&doi=10.1109%2fTPAMI.2014.2313115&partnerID=40&md5=fa826792a00f0cde7263286620294d7a","In this paper we introduce the Pitman Yor Diffusion Tree (PYDT), a Bayesian non-parametric prior over tree structures which generalises the Dirichlet Diffusion Tree [30] and removes the restriction to binary branching structure. The generative process is described and shown to result in an exchangeable distribution over data points. We prove some theoretical properties of the model including showing its construction as the continuum limit of a nested Chinese restaurant process model. We then present two alternative MCMC samplers which allow us to model uncertainty over tree structures, and a computationally efficient greedy Bayesian EM search algorithm. Both algorithms use message passing on the tree structure. The utility of the model and algorithms is demonstrated on synthetic and real world data, both continuous and binary. © 1979-2012 IEEE.",
"Paisley J., Wang C., Blei D.M., Jordan M.I.","Nested hierarchical dirichlet processes",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6802355,"256","270",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920971064&doi=10.1109%2fTPAMI.2014.2318728&partnerID=40&md5=f51d1e6e039b9bf77a9f0db7e302c6ff","We develop a nested hierarchical Dirichlet process (nHDP) for hierarchical topic modeling. The nHDP generalizes the nested Chinese restaurant process (nCRP) to allow each word to follow its own path to a topic node according to a per-document distribution over the paths on a shared tree. This alleviates the rigid, single-path formulation assumed by the nCRP, allowing documents to easily express complex thematic borrowings. We derive a stochastic variational inference algorithm for the model, which enables efficient inference for massive collections of text documents. We demonstrate our algorithm on 1.8 million documents from The New York Times and 2.7 million documents from Wikipedia. © 1979-2012 IEEE.",
"Foti N.J., Williamson S.A.","A survey of non-exchangeable priors for bayesian nonparametric models",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6654119,"359","371",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920982447&doi=10.1109%2fTPAMI.2013.224&partnerID=40&md5=74acd989b1637a391a87acdb2af003ee","Dependent nonparametric processes extend distributions over measures, such as the Dirichlet process and the beta process, to give distributions over collections of measures, typically indexed by values in some covariate space. Such models are appropriate priors when exchangeability assumptions do not hold, and instead we want our model to vary fluidly with some set of covariates. Since the concept of dependent nonparametric processes was formalized by MacEachern, there have been a number of models proposed and used in the statistics and machine learning literatures. Many of these models exhibit underlying similarities, an understanding of which, we hope, will help in selecting an appropriate prior, developing new models, and leveraging inference techniques. © 1979-2012 IEEE.","Introductory and Survey; Stochastic processes"
"Xu Z., Maceachern S., Xu X.","Modeling non-gaussian time series with nonparametric bayesian model",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6654132,"372","382",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920937591&doi=10.1109%2fTPAMI.2013.222&partnerID=40&md5=6850b80a55653df9558db11fd2b13ec4","We present a class of Bayesian copula models whose major components are the marginal (limiting) distribution of a stationary time series and the internal dynamics of the series. We argue that these are the two features with which an analyst is typically most familiar, and hence that these are natural components with which to work. For the marginal distribution, we use a nonparametric Bayesian prior distribution along with a cdf-inverse cdf transformation to obtain large support. For the internal dynamics, we rely on the traditionally successful techniques of normal-theory time series. Coupling the two components gives us a family of (Gaussian) copula transformed autoregressive models. The models provide coherent adjustments of time scales and are compatible with many extensions, including changes in volatility of the series. We describe basic properties of the models, show their ability to recover non-Gaussian marginal distributions, and use a GARCH modification of the basic model to analyze stock index return series. The models are found to provide better fit and improved short-range and long-range predictions than Gaussian competitors. The models are extensible to a large variety of fields, including continuous time models, spatial models, models for multiple series, models driven by external covariate streams, and non-stationary models. © 1979-2012 IEEE.","Autoregressive process; Copula model; GARCH; Probability integral transformation"
"De Blasi P., Favaro S., Lijoi A., Mena R.H., Prunster I., Ruggiero M.","Are gibbs-type priors the most natural generalization of the dirichlet process?",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6654160,"212","229",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920992178&doi=10.1109%2fTPAMI.2013.217&partnerID=40&md5=5e011167f94914529626e936337d4033","Discrete random probability measures and the exchangeable random partitions they induce are key tools for addressing a variety of estimation and prediction problems in Bayesian inference. Here we focus on the family of Gibbs-type priors, a recent elegant generalization of the Dirichlet and the Pitman-Yor process priors. These random probability measures share properties that are appealing both from a theoretical and an applied point of view: (i) they admit an intuitive predictive characterization justifying their use in terms of a precise assumption on the learning mechanism; (ii) they stand out in terms of mathematical tractability; (iii) they include several interesting special cases besides the Dirichlet and the Pitman-Yor processes. The goal of our paper is to provide a systematic and unified treatment of Gibbs-type priors and highlight their implications for Bayesian nonparametric inference. We deal with their distributional properties, the resulting estimators, frequentist asymptotic validation and the construction of time-dependent versions. Applications, mainly concerning mixture models and species sampling, serve to convey the main ideas. The intuition inherent to this class of priors and the neat results they lead to make one wonder whether it actually represents the most natural generalization of the Dirichlet process. © 1979-2012 IEEE.","Nonparametric statistics; Stochastic processes"
"Gilboa E., Saatci Y., Cunningham J.P.","Scaling multidimensional inference for structured gaussian processes",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6616550,"424","436",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920973636&doi=10.1109%2fTPAMI.2013.192&partnerID=40&md5=bcb435eb7dc7742ed086b546d2f440e9","Exact Gaussian process (GP) regression has O(N3) runtime for data size N, making it intractable for large N. Many algorithms for improving GP scaling approximate the covariance with lower rank matrices. Other work has exploited structure inherent in particular covariance functions, including GPs with implied Markov structure, and inputs on a lattice (both enable O(N) or O(N log N) runtime). However, these GP advances have not been well extended to the multidimensional input setting, despite the preponderance of multidimensional applications. This paper introduces and tests three novel extensions of structured GPs to multidimensional inputs, for models with additive and multiplicative kernels. First we present a new method for inference in additive GPs, showing a novel connection between the classic backfitting method and the Bayesian framework. We extend this model using two advances: a variant of projection pursuit regression, and a Laplace approximation for non-Gaussian observations. Lastly, for multiplicative kernel structure, we present a novel method for GPs with inputs on a multidimensional grid. We illustrate the power of these three advances on several data sets, achieving performance equal to or very close to the naive GP at orders of magnitude less cost. © 1979-2012 IEEE.","backfitting; Gaussian processes; Kronecker matrices; projection-pursuit regression"
"Palla K., Knowles D.A., Ghahramani Z.","Relational learning and network modelling using infinite latent attribute models",2014,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","2", 6815978,"462","474",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920996880&doi=10.1109%2fTPAMI.2014.2324586&partnerID=40&md5=845832d6ce164acbb034a187a093aa53","Latent variable models for network data extract a summary of the relational structure underlying an observed network. The simplest possible models subdivide nodes of the network into clusters; the probability of a link between any two nodes then depends only on their cluster assignment. Currently available models can be classified by whether clusters are disjoint or are allowed to overlap. These models can explain a 'flat' clustering structure. Hierarchical Bayesian models provide a natural approach to capture more complex dependencies. We propose a model in which objects are characterised by a latent feature vector. Each feature is itself partitioned into disjoint groups (subclusters), corresponding to a second layer of hierarchy. In experimental comparisons, the model achieves significantly improved predictive performance on social and biological link prediction tasks. The results indicate that models with a single layer hierarchy over-simplify real networks. © 1979-2012 IEEE.",
"Kang H., Hebert M., Efros A.A., Kanade T.","Data-driven objectness",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6783808,"189","195",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916898733&doi=10.1109%2fTPAMI.2014.2315811&partnerID=40&md5=c6992de91fd8f6d3eda729f2798e8c04","We propose a data-driven approach to estimate the likelihood that an image segment corresponds to a scene object (its ""objectness"") by comparing it to a large collection of example object regions. We demonstrate that when the application domain is known, for example, in our case activity of daily living (ADL), we can capture the regularity of the domain specific objects using millions of exemplar object regions. Our approach to estimating the objectness of an image region proceeds in two steps: 1) finding the exemplar regions that are the most similar to the input image segment; 2) calculating the objectness of the image segment by combining segment properties, mutual consistency across the nearest exemplar regions, and the prior probability of each exemplar region. In previous work, parametric objectness models were built from a small number of manually annotated objects regions, instead, our data-driven approach uses 5 million object regions along with their metadata information. Results on multiple data sets demonstrates our data-driven approach compared to the existing model based techniques. We also show the application of our approach in improving the performance of object discovery algorithms. © 2014 IEEE.","Activity of daily living (ADL); Data-driven; Object discovery; Objectness; Product images; Segment selection"
"Ben-Shahar O., Ben-Yosef G.","Tangent bundle elastica and computer vision",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6866207,"161","174",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916917794&doi=10.1109%2fTPAMI.2014.2343214&partnerID=40&md5=9ccd96ebf78c1bb4a5336872b58e8275","Visual curve completion, an early visual process that completes the occluded parts between observed boundary fragments (a.k.a. inducers), is a major problem in perceptual organization and a critical step toward higher level visual tasks in both biological and machine vision. Most computational contributions to solving this problem suggest desired perceptual properties that the completed contour should satisfy in the image plane, and then seek the mathematical curves that provide them. Alternatively, few studies (including by the authors) have suggested to frame the problem not in the image plane but rather in the unit tangent bundle R2 x S1, the space that abstracts the primary visual cortex, where curve completion allegedly occurs. Combining both schools, here we propose and develop a biologically plausible theory of elastica in the tangent bundle that provides not only perceptually superior completion results but also a rigorous computational prediction that inducer curvatures greatly affects the shape of the completed curve, as indeed indicated by human perception. © 2014 IEEE.","Curve completion; Elastica; Tangent bundle; Visual completion"
"Chen Q., Song Z., Dong J., Huang Z., Hua Y., Yan S.","Contextualizing object detection and classification",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6866901,"13","27",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916886558&doi=10.1109%2fTPAMI.2014.2343217&partnerID=40&md5=9ea92e1c53dd348a4085e10ce6e3d753","We investigate how to iteratively and mutually boost object classification and detection performance by taking the outputs from one task as the context of the other one. While context models have been quite popular, previous works mainly concentrate on co-occurrence relationship within classes and few of them focus on contextualization from a top-down perspective, i.e. high-level task context. In this paper, our system adopts a new method for adaptive context modeling and iterative boosting. First, the contextualized support vector machine (Context-SVM) is proposed, where the context takes the role of dynamically adjusting the classification score based on the sample ambiguity, and thus the context-adaptive classifier is achieved. Then, an iterative training procedure is presented. In each step, Context-SVM, associated with the output context from one task (object classification or detection), is instantiated to boost the performance for the other task, whose augmented outputs are then further used to improve the former task by Context-SVM. The proposed solution is evaluated on the object classification and detection tasks of PASCAL Visual Object Classes Challenge (VOC) 2007, 2010 and SUN09 data sets, and achieves the state-of-the-art performance. © 2014 IEEE.","Context modeling; Object classification; Object detection"
"Zhang M.-L., Wu L.","Lift: Multi-label learning with label-specific features",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6857380,"107","120",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916933802&doi=10.1109%2fTPAMI.2014.2339815&partnerID=40&md5=a352867ecc5e37ae904a65278e23187c","Multi-label learning deals with the problem where each example is represented by a single instance (feature vector) while associated with a set of class labels. Existing approaches learn from multi-label data by manipulating with identical feature set, i.e. the very instance representation of each example is employed in the discrimination processes of all class labels. However, this popular strategy might be suboptimal as each label is supposed to possess specific characteristics of its own. In this paper, another strategy to learn from multi-label data is studied, where label-specific features are exploited to benefit the discrimination of different class labels. Accordingly, an intuitive yet effective algorithm named LIFT, i.e. multi-label learning with Label specIfic FeaTures, is proposed. LIFT firstly constructs features specific to each label by conducting clustering analysis on its positive and negative instances, and then performs training and testing by querying the clustering results. Comprehensive experiments on a total of 17 benchmark data sets clearly validate the superiority of LIFT against other well-established multi-label learning algorithms as well as the effectiveness of label-specific features. © 2014 IEEE.","Label correlations; Label-specific features; Machine learning; Multi-label learning"
"Nock R., Bel Haj Ali W., D'Ambrosio R., Nielsen F., Barlaud M.","Gentle nearest neighbors boosting over proper scoring rules",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6747340,"80","93",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916910914&doi=10.1109%2fTPAMI.2014.2307877&partnerID=40&md5=ae82279178b11ba41c02c286f374afc6","Tailoring nearest neighbors algorithms to boosting is an important problem. Recent papers study an approach, UNN, which provably minimizes particular convex surrogates under weak assumptions. However, numerical issues make it necessary to experimentally tweak parts of the UNN algorithm, at the possible expense of the algorithm's convergence and performance. In this paper, we propose a lightweight Newton-Raphson alternative optimizing proper scoring rules from a very broad set, and establish formal convergence rates under the boosting framework that compete with those known for UNN. To the best of our knowledge, no such boosting-compliant convergence rates were previously known in the popular Gentle Adaboost's lineage. We provide experiments on a dozen domains, including Caltech and SUN computer vision databases, comparing our approach to major families including support vector machines, (Ada)boosting and stochastic gradient descent. They support three major conclusions: (i) GNNB significantly outperforms UNN, in terms of convergence rate and quality of the outputs, (ii) GNNB performs on par with or better than computationally intensive large margin approaches, (iii) on large domains that rule out those latter approaches for computational reasons, GNNB provides a simple and competitive contender to stochastic gradient descent. Experiments include a divide-and-conquer improvement of GNNB exploiting the link with proper scoring rules optimization. © 2014 IEEE.","Boosting; Nearest neighbors; Proper scoring rules"
"Xiong Y., Chakrabarti A., Basri R., Gortler S.J., Jacobs D.W., Zickler T.","From shading to local shape",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6866216,"67","79",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916910912&doi=10.1109%2fTPAMI.2014.2343211&partnerID=40&md5=7131f2c01b2126c2c67d0198c7a9c619","We develop a framework for extracting a concise representation of the shape information available from diffuse shading in a small image patch. This produces a mid-level scene descriptor, comprised of local shape distributions that are inferred separately at every image patch across multiple scales. The framework is based on a quadratic representation of local shape that, in the absence of noise, has guarantees on recovering accurate local shape and lighting. And when noise is present, the inferred local shape distributions provide useful shape information without over-committing to any particular image explanation. These local shape distributions naturally encode the fact that some smooth diffuse regions are more informative than others, and they enable efficient and robust reconstruction of object-scale shape. Experimental results show that this approach to surface reconstruction compares well against the state-of-art on both synthetic images and captured photographs. © 2014 IEEE.","3D reconstruction; Local shape descriptors; Shape from shading; Statistical models"
"Sironi A., Tekin B., Rigamonti R., Lepetit V., Fua P.","Learning separable filters",2015,"IEEE Transactions on Pattern Analysis and Machine Intelligence","37","1", 6866160,"94","106",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916918697&doi=10.1109%2fTPAMI.2014.2343229&partnerID=40&md5=e7f9bca9b73353dabb92c8adaaac5474","Learning filters to produce sparse image representations in terms of overcomplete dictionaries has emerged as a powerful way to create image features for many different purposes. Unfortunately, these filters are usually both numerous and non-separable, making their use computationally expensive. In this paper, we show that such filters can be computed as linear combinations of a smaller number of separable ones, thus greatly reducing the computational complexity at no cost in terms of performance. This makes filter learning approaches practical even for large images or 3D volumes, and we show that we significantly outperform state-of-the-art methods on the curvilinear structure extraction task, in terms of both accuracy and speed. Moreover, our approach is general and can be used on generic convolutional filter banks to reduce the complexity of the feature extraction step. © 2014 IEEE.","Convolutional neural networks; Convolutional sparse coding; Features extraction; Filter learning; Image denoising; Segmentation of linear structures; Separable convolution; Tensor decomposition"
