Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Brooks R., Cline B.N., Enders W.","A comparison of the information in the LIBOR and CMT term structures of interest rates",2015,"Journal of Banking and Finance","54",,,"239","253",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924544977&doi=10.1016%2fj.jbankfin.2015.01.006&partnerID=40&md5=39572acdcf85f0d5fef2b7d7f858c800","We investigate the information contained in the London Interbank Offered Rate (LIBOR) and the U.S. Constant Maturity Treasury (CMT) term structure of interest rates and report three novel findings. First, we document that the information contained in term structures are significantly different from one another. Second, we provide evidence of a significant change in the nature of this difference as the financial crisis began. Third, we find that the significant changes in the information content of CMT and LIBOR are consistent with significant shocks to credit default swap rates and tenor swap rates. © 2015 Elsevier B.V.","Expectations hypothesis; Forward rates; LIBOR; Term structure"
"Elyasiani E., Zhang L.","CEO entrenchment and corporate liquidity management",2015,"Journal of Banking and Finance","54",,,"115","128",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923220556&doi=10.1016%2fj.jbankfin.2015.01.014&partnerID=40&md5=b1c1c251022d2bdde4a81a46bef4a24d","CEO entrenchment distorts firms' liquidity policy because entrenched CEOs and shareholders have conflicting preferences for liquidity. We investigate the association between firms' liquidity level/mix and entrenchment within a system model accounting for endogeneity. Several results are obtained. Entrenched CEOs (i) hold more liquidity because it helps reduce their firm's risks, provides them with job and wealth security, and gives them discretion in pursuing personal objectives; (ii) prefer cash over lines of credit (LCs) because the latter are accompanied by bank monitoring; and (iii) use more LCs, despite their associated monitoring, because they provide extra liquidity. Sample disaggregation shows that increased liquidity due to CEO entrenchment can be attributed to smaller and more opaque firms - large and transparent firms maintain their liquidity levels but increase their shares of cash. These findings imply that firms should align the interests of entrenched CEOs with those of shareholders to reduce the undesirable effects of entrenchment on liquidity management. © 2015 Elsevier B.V.","CEO entrenchment; Corporate liquidity management; Stakeholders"
"Radde S.","Flight to liquidity and the Great Recession",2015,"Journal of Banking and Finance","54",,,"192","207",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923229338&doi=10.1016%2fj.jbankfin.2014.11.011&partnerID=40&md5=5557bba4c25f135a2ef6188dc4585744","This paper argues that counter-cyclical liquidity hoarding by financial intermediaries may strongly amplify business cycles. It develops a dynamic stochastic general equilibrium model in which banks operate subject to agency problems and funding liquidity risk in their intermediation activity. Importantly, the amount of liquidity reserves held in the financial sector is determined endogenously: Balance sheet constraints force banks to trade off insurance against funding outflows with loan scale. A financial crisis, simulated as an abrupt decline in the collateral value of bank assets, triggers a flight to liquidity, which strongly amplifies the initial shock and induces credit crunch dynamics sharing key features with the Great Recession. The paper thus develops a new balance sheet channel of shock transmission that works through the composition of banks' asset portfolios. © 2014 Elsevier B.V.","Bank capital channel; Credit crunch; Funding liquidity risk; Liquidity hoarding; Macro-finance"
"Weiß G.N.F., Scheffer M.","Mixture pair-copula-constructions",2015,"Journal of Banking and Finance","54",,,"175","191",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923254386&doi=10.1016%2fj.jbankfin.2015.01.008&partnerID=40&md5=4bde8ca657b20c3f674fa520563c3ac4","We propose the use of convex combinations of parametric copulas as pair-copulas in high-dimensional vine copula models. By doing so, we circumvent the error-prone need to choose and estimate a parametric copula for each pair-copula in a vine model. We show in simulations that our proposed model fits the dependence structure in a given data sample significantly better than a competing benchmark. In our empirical study on the models' accuracy for forecasting the Value-at-Risk of financial portfolios, we show that our proposed mixture pair-copula construction yields significantly better results in backtesting while the benchmark overestimates portfolio risk. © 2015 Elsevier B.V.","C52; C53; C58; Dependence structures; Mixture copulas; Model selection; Vine copulas"
"Naqvi H.","Banking crises and the lender of last resort: How crucial is the role of information?",2015,"Journal of Banking and Finance","54",,,"20","29",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922371908&doi=10.1016%2fj.jbankfin.2015.01.004&partnerID=40&md5=db23ab0a03e78fdae8e6f1e389eafbfc","This article develops a model that studies how the presence of a lender of last resort (LOLR) affects the ex ante investment incentives of banks. We show that a perfectly informed LOLR induces a first-best outcome for small and medium sized banks but causes moral hazard in larger banks given the high contagion cost of their failure. On the other hand, an imperfectly informed LOLR causes allocational inefficiencies in the investment decisions of smaller banks but mitigates the moral hazard problem in larger banks due to the constructive ambiguity nature of bail-outs when the LOLR's information set is noisy. Policy implications include stricter supervision for smaller banks, and ""buffer"" requirements complemented with liquidity provision at penalty rates for larger banks. © 2015 Elsevier B.V.","Bank runs; Lender of last resort; Moral hazard"
"Cenni S., Monferrà S., Salotti V., Sangiorgi M., Torluccio G.","Credit rationing and relationship lending. Does firm size matter?",2015,"Journal of Banking and Finance","53",,,"249","265",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922277928&doi=10.1016%2fj.jbankfin.2014.12.010&partnerID=40&md5=d294f2c299b0aab712fbdf674f54604a","Using survey based data, we investigate factors influencing credit rationing within a bank-based financial system. We show that rationing depends on various dimensions of the firm-bank relationships and that the effects of relationship lending on rationing are not identical for different firm size groups. Multiple-banking increases the probability of rationing for small and large firms. Debt concentration with the main bank affects positively smaller firms, while the opposite is true for large companies. The length of the relationship with the main bank decreases the probability of rationing for both groups, but more so for large firms endowed with more bargaining power. Finally, the firm-bank spatial proximity, measured by the headquarters' vicinity, does not affect the firm's access to credit. © 2014 Elsevier B.V.","Credit rationing; Firm financing; Probit sample selection models; Relationship banking; SME"
"Tavin B.","Detection of arbitrage in a market with multi-asset derivatives and known risk-neutral marginals",2015,"Journal of Banking and Finance","53",,,"158","178",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921720251&doi=10.1016%2fj.jbankfin.2014.12.023&partnerID=40&md5=645cd0b2ba902448b037e7d3b238099c","In this paper we study the existence of arbitrage opportunities in a multi-asset market when risk-neutral marginal distributions of asset prices are known. We first propose an intuitive characterization of the absence of arbitrage opportunities in terms of copula functions. We then address the problem of detecting the presence of arbitrage by formalizing its resolution in two distinct ways that are both suitable for the use of optimization algorithms. The first method is valid in the general multivariate case and is based on Bernstein copulas that are dense in the set of all copula functions. The second one is easier to work with but is only valid in the bivariate case. It relies on results about improved Fréchet-Hoeffding bounds in presence of additional information. For both methods, details of implementation steps and empirical applications are provided. © 2015 Elsevier B.V..","Arbitrage; Copula function; Incomplete market; Multi-asset derivative; Multivariate distribution; Risk-neutral measure"
"Calluzzo P., Dong G.N.","Has the financial system become safer after the crisis? The changing nature of financial institution risk",2015,"Journal of Banking and Finance","53",,,"233","248",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921896758&doi=10.1016%2fj.jbankfin.2014.10.009&partnerID=40&md5=9c6e28441c649ca82b3dd32c7ef1b8f9","Six years after the collapse of Lehman Brothers, the question of whether the U.S. financial system has become less risky remains unanswered. On the one side, new regulations including Dodd-Frank and Basel III have made improvements by requiring higher bank capital, and financial institutions themselves have reduced risk-taking activities. On the other side, it has been argued that ""the fundamental risks remained and the efforts of regulators and politicians were simply rearranging the deckchairs on the Titanic."" (Baily and Elliott, 2013) This paper highlights the changing nature of financial institution risk from 2005 to 2011. It finds that while these institutions have become less risky individually after the crisis, the financial market has become more vulnerable to systemic contagion. The causal inference that the crisis and the post-crisis legislation have gradually changed the nature of financial institution risk is drawn from a quasi-experimental design. This finding suggests that the ever more integrated financial system might experience more synchronized contractions in future crises, providing empirical support for the proposals of the inter-bank collective regulation of banks by Acharya (2009) in addition to the intra-bank collective regulations as in Froot and Stein (1998) and BIS (1996, 1999). © 2014 Elsevier B.V.","Banking risk; Catastrophic risk; Financial institution; Systemic risk"
"Baele L., De Bruyckere V., De Jonghe O., Vander Vennet R.","Model uncertainty and systematic risk in US banking",2015,"Journal of Banking and Finance","53",,,"49","66",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921286985&doi=10.1016%2fj.jbankfin.2014.11.012&partnerID=40&md5=417b84caa5f21c5bab6ac9965e738d9b","This paper uses Bayesian Model Averaging to examine the driving factors of equity returns of US Bank Holding Companies. BMA has as an advantage over OLS that it accounts for the considerable uncertainty about the correct set (model) of bank risk factors. We find that out of a broad set of 12. risk factors only the market, real estate, and high-minus-low Fama-French factors are reliably related to US bank stock returns over the period 1986-2010. Other factors are either only relevant over specific subperiods or for subsets of bank holding companies. We discuss the implications of our findings for empirical banking research. © 2014 Elsevier B.V.","Bank stock returns; Banking risk; Bayesian model average"
"Espenlaub S., Khurshed A., Mohamed A.","Venture capital exits in domestic and cross-border investments",2015,"Journal of Banking and Finance","53",,,"215","232",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921852068&doi=10.1016%2fj.jbankfin.2014.11.014&partnerID=40&md5=7211ced0353ef93163aef9aad0cd9ec4","We compare and contrast the performance of cross-border and domestic venture capital (VC) investments in terms of the time it takes VC backers to exit portfolio companies through initial public offering (IPO), trade sale (M&A), or other routes. Initial analysis suggests that cross-border investments are exited more quickly than domestic investments, and this difference is driven by the cross-border investments in North America. We explore whether the difference between domestic and cross-border exits can be explained by regional variations in economic/market activity and legal systems. We find it is important to allow for the impact of these macro variables on the time to VC exit to vary across regions. This is crucial not just to capture the full impact of the macro factors, but also to explain the differences in time to exit between domestic and cross-border investments. © 2014 Elsevier B.V.","IPO; Legal system; M&A; Stock market liquidity; Time to exit; Venture capital"
"Ratti R.A., Vespignani J.L.","Commodity prices and BRIC and G3 liquidity: A SFAVEC approach",2015,"Journal of Banking and Finance","53",,,"18","33",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921322318&doi=10.1016%2fj.jbankfin.2014.12.013&partnerID=40&md5=9b59079fcc383365889df06882374994","This paper investigates the influence of liquidity in the major developed and major developing economies on commodity prices. Liquidity is taken to be M2. A novel finding is that unanticipated increases in the BRIC countries' liquidity is associated with significant and persistent increases in commodity prices that are much larger than the effect of unanticipated increases in G3 liquidity, and the difference increases over time. Over 1999-2012 BRIC liquidity is strongly linked with global energy prices and global real activity whereas G3 liquidity is not. The impact of BRIC liquidity on mineral and metal prices is twice as large as that of G3 liquidity. Granger casualty goes from liquidity to commodity prices. BRIC and G3 liquidity and commodity prices are cointegrated. BRIC and G3 liquidity and global output and global prices are cointegrated. We construct a structural factor-augmented error correction (SFAVEC) model. © 2014 Elsevier B.V.","BRIC countries; Commodity prices; G3; Global liquidity; SFAVEC"
"Baldeaux J., Grasselli M., Platen E.","Pricing currency derivatives under the benchmark approach",2015,"Journal of Banking and Finance","53",,,"34","48",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921300777&doi=10.1016%2fj.jbankfin.2014.11.018&partnerID=40&md5=223705720c74e53d329b21513a04c916","This paper considers the realistic modelling of derivative contracts on exchange rates. We propose a stochastic volatility model that recovers not only the typically observed implied volatility smiles and skews for short dated vanilla foreign exchange options but allows one also to price payoffs in foreign currencies, lower than possible under classical risk neutral pricing, in particular, for long dated derivatives. The main reason for this important feature is the strict supermartingale property of benchmarked savings accounts under the real world probability measure, which the calibrated parameters identify under the proposed model. Using a real dataset on vanilla option quotes, we calibrate our model on a triangle of currencies and find that the risk neutral approach fails for the calibrated model, while the benchmark approach still works. © 2014 Elsevier B.V.","3/2 Stochastic volatility model; Benchmark approach; Forex market; Model calibration; Smile and skew of vanilla options; Strict local martingale"
"Baschieri G., Carosi A., Mengoli S.","Local IPOs, local delistings, and the firm location premium",2015,"Journal of Banking and Finance","53",,,"67","83",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925115867&doi=10.1016%2fj.jbankfin.2014.12.012&partnerID=40&md5=6330f9f9b9e1b8495aa04798df2d4c66","Borrowing a measure from ecology, we introduce a spatial dispersion index to quantify the firm traits related to firm geographic location and investigate firm exposure to local home bias and local investor risk tolerance as determinants of corporate market value. Consistent with the investor preference for local stocks, we find listed firms benefit from a location premium that increases with firm isolation and local investor wealth. IPOs and delistings are found to affect the market value of neighboring listed firms: isolated firms decrease in value when they cluster due to local IPOs while clustered firms increase in value as they become more isolated due to local delistings. Local firm clustering and risk tolerance also affect IPO underpricing. Empirical findings depict a framework where IPOs and delistings are locally jointly determined. © 2015 Elsevier B.V.","Delisting; IPO; Local home bias; Location premium; Underpricing"
"Duong T.X., Huszár Z.R., Yamada T.","The costs and benefits of short sale disclosure",2015,"Journal of Banking and Finance","53",,,"124","139",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921782000&doi=10.1016%2fj.jbankfin.2014.12.014&partnerID=40&md5=9eca031c128de5392996946fa1146efc","In this study, we examine the impact of a market-wide mandatory disclosure policy on short selling on the Tokyo Stock Exchange. We find that average short selling slightly declined while investors' shorting strategies changed significantly in response to the disclosure. Previously highly shorted stocks were shorted less and shorting activity shifted toward smaller and riskier stocks, suggesting that retail investors became the more likely short sellers. Short sales became more trend-chasing, prices became less informative, and short-term price volatility increased. Overall, the pricing efficiency benefits of short selling declined after the mandatory disclosure policy. © 2014 Elsevier B.V.","Institutional traders; Market efficiency; Pricing efficiency; Short selling"
"Dermine J.","Basel III leverage ratio requirement and the probability of bank runs",2015,"Journal of Banking and Finance","53",,,"266","277",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923061575&doi=10.1016%2fj.jbankfin.2014.12.007&partnerID=40&md5=c105d5676c88749215a823bb77d1a17a","A new argument for the Basel III leverage ratio requirement is proposed: the need to limit the risk of a bank run when there is imperfect information on the value of a bank's assets. In addition to screening and monitoring borrowers, banks provide liquidity insurance with the supply of short-term deposits withdrawable on demand. The maturity mismatch creates the risk of a disorderly bank run which can be exacerbated by imperfect information about the value of bank assets. It is shown in a stylized Basel III framework that capital regulation should incorporate a liquidity risk component. Credit risk diversification and/or a reduced probability of loan default which lead to a reduction of Basel III regulatory capital will increase the probability of a bank run. The leverage ratio rule puts a floor on the Basel III risk-weighted capital ratio, allowing the limitation of such a risk. © 2014 Elsevier B.V.","Bank regulation; Basel capital; Credit risk; Leverage ratio"
"Dang V.A., Kim M., Shin Y.","In search of robust methods for dynamic panel data models in empirical corporate finance",2015,"Journal of Banking and Finance","53",,,"84","98",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921448413&doi=10.1016%2fj.jbankfin.2014.12.009&partnerID=40&md5=91dd197cbb34cb9decb9d8907ade6d26","We examine which methods are appropriate for estimating dynamic panel data models in empirical corporate finance. Our simulations show that the instrumental variable and GMM estimators are unreliable, and sensitive to the presence of unobserved heterogeneity, residual serial correlation, and changes in control parameters. The bias-corrected fixed-effects estimators, based on an analytical, bootstrap, or indirect inference approach, are found to be the most appropriate and robust methods. These estimators perform reasonably well even in models with fractional dependent variables censored at [0,. 1]. We verify these results in two empirical applications, on dynamic capital structure and cash holdings. © 2014 Elsevier B.V.","Bias correction; Capital structure; Cash holdings; Dynamic panel data estimation; GMM"
"He X.-Z., Li K.","Profitability of time series momentum",2015,"Journal of Banking and Finance","53",,,"140","157",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921812056&doi=10.1016%2fj.jbankfin.2014.12.017&partnerID=40&md5=683f9772f95d8ff93256467abcce7402","We propose a continuous-time heterogeneous agent model consisting of fundamental, momentum, and contrarian traders to explain the significant time series momentum. We show that the performance of momentum strategy is determined by both time horizon and the market dominance of momentum traders. Specifically, when momentum traders are more active in the market, momentum strategies with short (long) time horizons stabilize (destabilize) the market, and meanwhile the market under-reacts (over-reacts) in short-run (long-run). This provides profit opportunity for time series momentum strategies with short horizons and reversal with long horizons. When momentum traders are less active in the market, they always lose. The results provide an insight into the profitability of time series momentum documented in recent empirical studies. © 2015 Elsevier B.V.","Market stability; Profitability; Stochastic delay differential equations; Time series momentum"
"Godlewski C.J.","The certification value of private debt renegotiation and the design of financial contracts: Empirical evidence from Europe",2015,"Journal of Banking and Finance","53",,,"1","17",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921295573&doi=10.1016%2fj.jbankfin.2014.12.006&partnerID=40&md5=d3e8e14c7278afaf9fbfc278f740e4b1","By using a sample of bank loan renegotiations by European firms, I show that the renegotiation of financial contracts bears a certification value, while deeply changing the contractual features of the loan over time, to the benefit of shareholders. I find that amendments to financial covenants and to loan amounts increase the cumulative abnormal returns of a borrowing firm by 10-15%. Early and less frequent renegotiations of bilateral loans with short maturities also imply a positive stock market reaction. Amendments signaling the early accrual of new and positive information allow increasing firm value. © 2014 Elsevier B.V.","Bank loans; Certification; Europe; Event studies; Financial contracts; Renegotiation; Shareholder value"
"Cathcart L., El-Jahel L., Jabbour R.","Can regulators allow banks to set their own capital ratios?",2015,"Journal of Banking and Finance","53",,,"112","123",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921752492&doi=10.1016%2fj.jbankfin.2014.11.017&partnerID=40&md5=1f3861ab1799662d82909e1ba21b8c21","Basel regulators have received widespread criticism for failing to prevent two credit crises that hit the U.S. over the last two decades. Nonetheless, banks were considerably overcapitalized prior to the onset of the 2007-2009 subprime crisis compared to those which had undergone the 1990-1991 recession. Therefore, if capital requirements were achieved prior to the subprime crisis, how could the Basel framework be blamed again for having accelerated if not caused another credit crunch? We find that the answer to this question lies in the relationship between the capital ratio and the leverage ratio which is governed by risk-weights categories determined by the Basel regulation. We show that changes to risk-weight categories which affect the correlation pattern between both ratios are not reflected in the subprime crisis. This minimizes the implication of the Basel II regulation in the crunch that succeeded its announcement, in contrast to Basel I. We demonstrate that these dynamics are governed by a formula linking the two ratios together which derives from the sensitivity of the risk-based capital ratio to a change in its risk-weight(s). One implication of our work regarding the Basel III regulation consists in validating the newly established capital increments in a mathematical rather than heuristical approach. © 2014 Elsevier B.V.","Basel; Capital ratio; Leverage"
"Craig B.R., Fecht F., Tümer-Alkan G.","The role of interbank relationships and liquidity needs",2015,"Journal of Banking and Finance","53",,,"99","111",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921814974&doi=10.1016%2fj.jbankfin.2014.12.022&partnerID=40&md5=8738c16ef5c75eb7560725bd83f7d0e0","In this paper, we focus on the interconnectedness of banks and the price they pay for liquidity. We assess how the concentration of credit relationships and the position of a bank in the network topology of the system influence the bank's ability to meet liquidity demand. We use quarterly data of bilateral interbank credit exposure among all German banks from 2000 to 2008 to measure interbank relationships and network characteristics. We match these data with bids placed by individual banks in the European Central Bank's (ECB) weekly repo auctions. The bids measure each bank's willingness to pay for liquidity, since they had variable rate tenders with a ""pay-your-bid"" price. Controlling for bank characteristics and the daily fulfillment of reserve requirements, we find that banks with a more diversified borrowing structure in the interbank market bid significantly less aggressively and pay a lower price for liquidity in the ECB's main refinancing operations. These findings suggest that incentives to diversify banks' liquidity risk dominate the benefits of private information. When the network position of the bank is taken into account, we find that central lenders in the money market bid more aggressively in auctions. © 2015 Elsevier B.V.","D44; D85; E58; G21; Interbank markets; L14; Liquidity; Networks; Relationship lending"
"Bornemann S., Kick T., Pfingsten A., Schertler A.","Earnings baths by CEOs during turnovers: Empirical evidence from German savings banks",2015,"Journal of Banking and Finance","53",,,"188","201",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921860423&doi=10.1016%2fj.jbankfin.2014.12.005&partnerID=40&md5=3cb7eac18a553592547e383b1ca49fd9","Existing research documents that incoming CEOs in non-financial firms tend to take an ""earnings bath"". They reduce their first year's profits through discretionary expenses, blame the ""bad outcome"" on their predecessors, lower the performance benchmark, and save income for subsequent accounting periods. Identifying such an earnings bath for incoming CEOs in banks requires us to disentangle under-provisioning, which may have triggered the turnover event, and the earnings bath. For a sample of German savings banks over the period 1993-2012, we find that incoming CEOs increase discretionary expenses and that this increase is stronger for incoming CEOs from outside the bank than for insiders. We further show that CEOs coming from outside increase discretionary expenses during their first year in charge even if the default risk of the bank is low and the stock of risk provisions relative to risk exposure is high. Therefore, we conclude that the effects are only partially driven by incoming CEOs who rectify discretionary expenses by insufficient existing risk provisions, and that big bath accounting plays an important role in explaining discretionary expenses during CEO turnovers. © 2014 Elsevier B.V.","Big bath accounting; CEO turnover; Discretionary expenses; Earnings management; Financial institutions"
"García-Meca E., García-Sánchez I.-M., Martínez-Ferrero J.","Board diversity and its effects on bank performance: An international analysis",2015,"Journal of Banking and Finance","53",,,"202","214",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921866407&doi=10.1016%2fj.jbankfin.2014.12.002&partnerID=40&md5=7fdc8d69db436c23a0b241d570a7ebc4","This study analyses the effect of board diversity (gender and nationality) on performance in banks. By making use of a sample of 159 banks in nine countries during the period 2004-2010, our empirical evidence shows that gender diversity increases bank performance, while national diversity inhibits it. Complementarily, according to their institutional characteristics, we also show the moderating effect of investor protection and bank regulatory regime on this previous relationship, analysing their substitution or complementary roles. Our results also suggest that these institutional factors play a significant role in these effects. They show that in contexts of weaker regulatory and lower investor protection environments, board diversity has less influence on the performance of banks. © 2014 Elsevier B.V.","Board diversity; Corporate governance; G20; G30; Gender; M14; M41; Performance"
"Fajardo J.","Barrier style contracts under Lévy processes: An alternative approach",2015,"Journal of Banking and Finance","53",,,"179","187",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921824179&doi=10.1016%2fj.jbankfin.2015.01.002&partnerID=40&md5=778f41f65a7af008d3949fcf595c589b","In this paper we present new pricing formulas for some single barrier style contracts of the European type when the underlying process is driven by an important class of Lévy processes, which includes the CGMY model, generalized hyperbolic model and Meixner model, frequently used in the literature. To achieve this goal we first assume that a symmetry property holds, i.e., we assume that under a change of numéraire the risk neutral distribution does not change, and then we analyze the most realistic asymmetric case. © 2015 Elsevier B.V.","Barrier contracts; Lévy processes; Symmetry"
"Carpenter S., Demiralp S., Ihrig J., Klee E.","Analyzing Federal Reserve asset purchases: From whom does the Fed buy?",2015,"Journal of Banking and Finance","52",,,"230","244",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923312776&doi=10.1016%2fj.jbankfin.2014.04.029&partnerID=40&md5=4907e03ac147035c8de6a6e616cc065a","Asset purchases have become an important monetary policy tool of the Federal Reserve in recent years. To date, most studies of the Federal Reserve's asset purchases have tried to measure the interest rate effects of the purchases, and several provide evidence that these purchases do have important effects on longer-term market interest rates. The theory of how asset purchases work, however, is less well developed. Some of the empirical studies point to ""preferred habitat"" models in which investors do not have the same objectives, and therefore prefer to hold different types and maturities of securities. To study this more closely, we exploit Flow of Funds data to assess the types of investors that are selling to the Federal Reserve and their portfolio adjustment after these sales, which could provide a view to the plausibility of preferred habitat models and the transmission of unconventional monetary policy across asset markets. We find that the Federal Reserve is ultimately buying from only a handful of investor types, primarily households (which includes hedge funds), with a different reaction to changes in Federal Reserve holdings of longer-term versus shorter-term assets. Although not evident for all investors, the key participants are shown to rebalance their portfolios toward more risky assets during this period. These results can be interpreted as supporting, at least in part, the preferred habit theory and the view that the monetary policy transmission is working across asset markets. © 2014.","Large-scale asset purchases; Portfolio reallocation; Unconventional monetary policy"
"Ricci O.","The impact of monetary policy announcements on the stock price of large European banks during the financial crisis",2015,"Journal of Banking and Finance","52",,,"245","255",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923266276&doi=10.1016%2fj.jbankfin.2014.07.001&partnerID=40&md5=d5d3eeea984454d2eceeba77a999e9ff","Since 2007, the European Central Bank responded decisively to the challenges posed by the global financial crisis, reducing key policy interest rates to unprecedented low levels and intervening with non-standard policy measures (i.e., monetary easing and liquidity provision). This paper aims to assess the impact of ECB monetary policy announcements on the stock price of large European banks. As a first step, an event study is conducted in order to measure cumulated abnormal returns (CARs) around the announcements over June 2007-June 2013; the second step is a regression analysis aimed at identifying the determinants of CARs. Results show that banks were more sensitive to non-conventional measures than to interest rate decisions, and that the same type of intervention may have a different impact depending on the stage of the crisis. In addition, banks with weaker balance sheets and operating with high-risk were more sensitive to monetary policy interventions. © 2014 Elsevier B.V.","Banking; Event study; Financial crisis; Monetary policy"
"Alanis E., Beladi H., Quijano M.","Uninsured deposits as a monitoring device: Their impact on bond yields of banks",2015,"Journal of Banking and Finance","52",,,"77","88",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921658134&doi=10.1016%2fj.jbankfin.2014.11.015&partnerID=40&md5=6366f30b303a74f2c7d57f6dcb6394d0","We empirically analyze the impact of uninsured deposits on a bank's cost of public debt. Uninsured depositors can exert market discipline over a bank and potentially reduce its agency cost of debt through informed monitoring. We use a sample of public bond issues by U.S. bank holding companies from 1994 to 2013 and find statistically strong evidence that banks with more uninsured deposits relative to their assets issue bonds with a lower interest rate. Findings suggest a one standard deviation increase in uninsured deposits is associated with a 46-64 basis point decrease in bond yield. In addition, we find that bonds issued by banks with higher default risk or lower reputation benefit more from uninsured savers. Our paper contributes to the literature that explores market discipline and provides evidence that banks can benefit from it through a lower borrowing cost. © 2014 Elsevier B.V.","Bank cost of capital; Market discipline; Uninsured deposits"
"Lin T.-C., Lu X.","Why do options prices predict stock returns? Evidence from analyst tipping",2015,"Journal of Banking and Finance","52",,,"17","28",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919935980&doi=10.1016%2fj.jbankfin.2014.11.008&partnerID=40&md5=fff8e6677fdab5361d5c5737b9caddca","We study the role of analysts and options traders in the information transmission between options and stock markets. We first show that the predictive power of option implied volatilities (IVs) on stock returns more than doubles around analyst-related events, indicating that a significant proportion of the options predictability on stock returns comes from informed options traders' information about upcoming analyst-related news. We examine three explanations for this finding: tipping, reverse tipping and common information. We find that analyst tipping to options traders is the most consistent explanation of these predictive patterns. © 2014 Elsevier B.V.","Analyst tipping; Implied volatility skew; Implied volatility spread; Informed traders; Market liquidity"
"Neely C.J.","Unconventional monetary policy had large international effects",2015,"Journal of Banking and Finance","52",,,"101","111",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921645525&doi=10.1016%2fj.jbankfin.2014.11.019&partnerID=40&md5=a806cd1711eb5e9e245e51046b3f082e","The Federal Reserve's unconventional monetary policy announcements in 2008-2009 substantially reduced international long-term bond yields and the spot value of the dollar. These changes closely followed announcements and were very unlikely to have occurred by chance. A simple portfolio choice model can produce quantitatively plausible changes in U.S. and foreign excess bond yields. The jump depreciations of the USD are fairly consistent with estimates of the impacts of previous equivalent monetary policy shocks. The policy announcements do not appear to have reduced yields by reducing expectations of real growth. Unconventional policy can reduce international long-term yields and the value of the dollar even at the zero bound. © 2014 Elsevier B.V.","Event study; Large scale asset purchase; Monetary policy; Quantitative easing; Zero bound"
"Celiker U., Chowdhury J., Sonaer G.","Do mutual funds herd in industries?",2015,"Journal of Banking and Finance","52",,,"1","16",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919933393&doi=10.1016%2fj.jbankfin.2014.11.006&partnerID=40&md5=d509d33749e004a9e463a726177e37a6","This study examines whether mutual funds herd in industries and the extent to which such herding impacts industry valuations. Using two herding measures proposed by Lakonishok et al. (1992) and Sias (2004) we document that mutual funds herd in industries. We show that industry herding is not driven by fund flows and that it is not a manifestation of individual stock herding. We also find evidence indicating that herding in industries by mutual funds is related to the industry momentum phenomenon first documented by Moskowitz and Grinblatt (1999), but it does not drive industry valuations away from their fundamentals. © 2014 Elsevier B.V.","Herding; Industry momentum; Mutual funds"
